,City1_State,City1,City2_State,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
224,Queensland,BRISBANE,Northern Territory,DARWIN,30834,2103,15,86.6,2852,5997756.0,6925815.0,2428,1984,6
225,Queensland,BRISBANE,Queensland,MACKAY,30834,570,9,64,797,454290.0,709828.0,891,1984,6
226,Queensland,BRISBANE,Victoria,MELBOURNE,30834,23504,261,77.9,1381,32459024.0,41667553.0,30172,1984,6
227,Queensland,BRISBANE,Western Australia,PERTH,30834,393,5,54.6,3615,1420695.0,2602005.0,720,1984,6
228,Queensland,BRISBANE,Western Australia,PROSERPINE,30834,6207,84,67.5,895,5555265.0,8230022.0,9196,1984,6
229,Queensland,BRISBANE,Queensland,ROCKHAMPTON,30834,21268,267,79.6,518,11016824.0,13840231.0,26719,1984,6
230,Queensland,BRISBANE,New South Wales,SYDNEY,30834,94242,931,73.4,753,70964226.0,96681507.0,128395,1984,6
231,Queensland,BRISBANE,Queensland,TOWNSVILLE,30834,36061,402,86.7,1112,40099832.0,46251248.0,41593,1984,6
232,Western Australia,BROOME,Western Australia,PERTH,30834,388,9,59.5,1677,650676.0,1093573.0,652,1984,6
233,Queensland,CAIRNS,New South Wales,SYDNEY,30834,119,2,61.3,1971,234549.0,382625.0,194,1984,6
234,Queensland,CANBERRA,Victoria,MELBOURNE,30834,27452,380,58.2,470,12902440.0,22169141.0,47168,1984,6
235,Queensland,CANBERRA,New South Wales,SYDNEY,30834,39785,577,62.1,236,9389260.0,15119581.0,64066,1984,6
236,New South Wales,COFFS HARBOUR,New South Wales,SYDNEY,30834,6371,144,85.1,443,2822353.0,3316514.0,7486,1984,6
237,Tasmania,DEVONPORT,Victoria,MELBOURNE,30834,4576,211,47,412,1885312.0,4011302.0,9736,1984,6
238,New South Wales,DUBBO,New South Wales,SYDNEY,30834,5771,154,73.1,310,1789010.0,2447346.0,7895,1984,6
239,New South Wales,GOLD COAST,New South Wales,SYDNEY,30834,24477,306,71.8,680,16644360.0,23181560.0,34091,1984,6
240,Tasmania,HOBART,Victoria,MELBOURNE,30834,21078,322,67.8,618,13026204.0,19212690.0,31088,1984,6
241,Tasmania,KALGOORLIE,Western Australia,PERTH,30834,5604,234,58.3,538,3014952.0,5171444.0,9612,1984,6
242,Western Australia,KARRATHA,Western Australia,PERTH,30834,7834,137,84,1250,9792500.0,11657738.0,9326,1984,6
243,Tasmania,LAUNCESTON,Victoria,MELBOURNE,30834,23846,494,67.1,476,11350696.0,16916089.0,35538,1984,6
244,Victoria,MELBOURNE,Victoria,BURNIE,30834,5116,234,51.3,378,1933848.0,3769684.0,9973,1984,6
245,Victoria,MELBOURNE,Victoria,GOLD COAST,30834,7850,86,81.6,1330,10440500.0,12794730.0,9620,1984,6
246,Victoria,MELBOURNE,Victoria,MILDURA,30834,3176,296,40.7,457,1451432.0,3566172.0,7803,1984,6
247,Victoria,MELBOURNE,Western Australia,PERTH,30834,17852,194,75.7,2706,48307512.0,63814415.0,23583,1984,6
248,Victoria,MELBOURNE,New South Wales,SYDNEY,30834,151317,1353,71.6,706,106829802.0,149203634.0,211337,1984,6
249,Western Australia,PERTH,New South Wales,SYDNEY,30834,10932,100,75.9,3284,35900688.0,47299984.0,14403,1984,6
250,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,30834,2837,87,51.8,837,2374569.0,4584110.0,5477,1984,6
251,New South Wales,SYDNEY,Queensland,TOWNSVILLE,30834,4734,59,81.6,1690,8000460.0,9804485.0,5801,1984,6
252,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,30834,5122,137,71.7,367,1879774.0,2621721.0,7144,1984,6
253,South Australia,ADELAIDE,Northern Territory,ALICE SPRINGS,30864,14116,131,80.4,1316,18576656.0,23105294.0,17557,1984,7
254,South Australia,ADELAIDE,Queensland,BRISBANE,30864,3183,40,65.2,1622,5162826.0,7918445.0,4882,1984,7
255,South Australia,ADELAIDE,Queensland,CANBERRA,30864,1211,14,77.3,972,1177092.0,1522758.0,1567,1984,7
256,South Australia,ADELAIDE,Northern Territory,DARWIN,30864,4174,38,86.5,2619,10931706.0,12637810.0,4825,1984,7
257,South Australia,ADELAIDE,Northern Territory,GOLD COAST,30864,1065,16,57.8,1607,1711455.0,2960995.0,1843,1984,7
258,South Australia,ADELAIDE,Victoria,MELBOURNE,30864,52341,671,69.3,643,33655263.0,48564593.0,75528,1984,7
259,South Australia,ADELAIDE,Western Australia,PERTH,30864,14368,133,74.5,2120,30460160.0,40886121.0,19286,1984,7
260,South Australia,ADELAIDE,New South Wales,SYDNEY,30864,34393,354,77.2,1167,40136631.0,51990455.0,44551,1984,7
261,South Australia,ALBURY,New South Wales,SYDNEY,30864,8375,184,79.1,452,3785500.0,4785714.0,10588,1984,7
262,Northern Territory,ALICE SPRINGS,Northern Territory,DARWIN,30864,9526,84,79.3,1305,12431430.0,15676456.0,12013,1984,7
263,Northern Territory,ALICE SPRINGS,New South Wales,SYDNEY,30864,3105,31,79.9,2022,6278310.0,7857710.0,3886,1984,7
264,Queensland,BRISBANE,Queensland,CAIRNS,30864,2298,30,83,1391,3196518.0,3851227.0,2769,1984,7
265,Queensland,BRISBANE,Queensland,CANBERRA,30864,230,6,37.6,956,219880.0,584787.0,612,1984,7
266,Queensland,BRISBANE,Northern Territory,DARWIN,30864,2878,25,75.6,2852,8208056.0,10857217.0,3807,1984,7
267,Queensland,BRISBANE,Queensland,MACKAY,30864,837,15,54.2,797,667089.0,1230792.0,1544,1984,7
268,Queensland,BRISBANE,Victoria,MELBOURNE,30864,27400,300,77.9,1381,37839400.0,48574326.0,35173,1984,7
269,Queensland,BRISBANE,Western Australia,PERTH,30864,377,4,65.5,3615,1362855.0,2080695.0,576,1984,7
270,Queensland,BRISBANE,Western Australia,PROSERPINE,30864,6387,92,67.9,895,5716365.0,8418800.0,9406,1984,7
271,Queensland,BRISBANE,Queensland,ROCKHAMPTON,30864,22303,296,75.7,518,11552954.0,15261498.0,29462,1984,7
272,Queensland,BRISBANE,New South Wales,SYDNEY,30864,101858,1007,72.9,753,76699074.0,105211350.0,139723,1984,7
273,Queensland,BRISBANE,Queensland,TOWNSVILLE,30864,39107,420,86.9,1112,43486984.0,50042559.0,45002,1984,7
274,Western Australia,BROOME,Western Australia,PERTH,30864,326,6,81.1,1677,546702.0,674109.0,402,1984,7
275,Western Australia,CANBERRA,Victoria,MELBOURNE,30864,30037,388,63,470,14117390.0,22408556.0,47678,1984,7
276,Western Australia,CANBERRA,New South Wales,SYDNEY,30864,45105,618,65.7,236,10644780.0,16202100.0,68653,1984,7
277,New South Wales,COFFS HARBOUR,New South Wales,SYDNEY,30864,5827,150,74.7,443,2581361.0,3455637.0,7801,1984,7
278,Northern Territory,DARWIN,New South Wales,SYDNEY,30864,73,1,71.6,3155,230315.0,321669.0,102,1984,7
279,Tasmania,DEVONPORT,Victoria,MELBOURNE,30864,4038,184,49.9,412,1663656.0,3333980.0,8092,1984,7
280,New South Wales,DUBBO,New South Wales,SYDNEY,30864,5376,145,67.9,310,1666560.0,2454433.0,7918,1984,7
281,New South Wales,GOLD COAST,New South Wales,SYDNEY,30864,26031,333,70.1,680,17701080.0,25251184.0,37134,1984,7
282,Tasmania,HOBART,Victoria,MELBOURNE,30864,19511,312,67.2,618,12057798.0,17943152.0,29034,1984,7
283,Tasmania,KALGOORLIE,Western Australia,PERTH,30864,6150,218,62.2,538,3308700.0,5319453.0,9887,1984,7
284,Western Australia,KARRATHA,Western Australia,PERTH,30864,8661,154,85.2,1250,10826250.0,12706866.0,10165,1984,7
285,Tasmania,LAUNCESTON,Victoria,MELBOURNE,30864,22796,484,69.7,476,10850896.0,15568000.0,32706,1984,7
286,Victoria,MELBOURNE,Victoria,BURNIE,30864,4787,214,54.4,378,1809486.0,3326261.0,8800,1984,7
287,Victoria,MELBOURNE,Victoria,GOLD COAST,30864,10909,107,83.1,1330,14508970.0,17459651.0,13128,1984,7
288,Victoria,MELBOURNE,Victoria,MILDURA,30864,3168,317,40.3,457,1447776.0,3592496.0,7861,1984,7
289,Victoria,MELBOURNE,Western Australia,PERTH,30864,20940,227,73.9,2706,56663640.0,76676103.0,28336,1984,7
290,Victoria,MELBOURNE,New South Wales,SYDNEY,30864,158759,1436,70.1,706,112083854.0,159891375.0,226475,1984,7
291,Western Australia,PERTH,New South Wales,SYDNEY,30864,11721,109,74.4,3284,38491764.0,51736242.0,15754,1984,7
292,Queensland,SUNSHINE COAST,New South Wales,SYDNEY,30864,2783,84,50.5,837,2329371.0,4612616.0,5511,1984,7
293,New South Wales,SYDNEY,Queensland,TOWNSVILLE,30864,8320,91,86.9,1690,14060800.0,16180437.0,9574,1984,7
294,New South Wales,SYDNEY,New South Wales,WAGGA WAGGA,30864,5167,157,63.5,367,1896289.0,2986282.0,8137,1984,7
295,South Australia,ADELAIDE,Northern Territory,ALICE SPRINGS,30895,15433,135,83.7,1316,20309828.0,24265027.0,18438,1984,8
296,South Australia,ADELAIDE,Queensland,BRISBANE,30895,3662,39,75.6,1622,5939764.0,7856831.0,4844,1984,8
297,South Australia,ADELAIDE,Queensland,CANBERRA,30895,1240,13,87.8,972,1205280.0,1372756.0,1412,1984,8
298,South Australia,ADELAIDE,Northern Territory,DARWIN,30895,3535,36,74.2,2619,9258165.0,12477311.0,4764,1984,8
299,South Australia,ADELAIDE,Northern Territory,GOLD COAST,30895,1255,16,68.1,1607,2016785.0,2961505.0,1843,1984,8
300,South Australia,ADELAIDE,Victoria,MELBOURNE,30895,62490,719,75.3,643,40181070.0,53361315.0,82988,1984,8
301,South Australia,ADELAIDE,Western Australia,PERTH,30895,16601,145,77.7,2120,35194120.0,45294878.0,21366,1984,8
302,South Australia,ADELAIDE,New South Wales,SYDNEY,30895,38870,377,79.9,1167,45361290.0,56772578.0,48648,1984,8
303,South Australia,ALBURY,New South Wales,SYDNEY,30895,9686,193,84.8,452,4378072.0,5162821.0,11422,1984,8
304,Northern Territory,ALICE SPRINGS,Northern Territory,DARWIN,30895,9922,86,81.5,1305,12948210.0,15887374.0,12174,1984,8
305,Northern Territory,ALICE SPRINGS,New South Wales,SYDNEY,30895,3399,35,80.2,2022,6872778.0,8569549.0,4238,1984,8
306,Queensland,BRISBANE,Queensland,CAIRNS,30895,2487,36,72.3,1391,3459417.0,4784809.0,3440,1984,8
307,Queensland,BRISBANE,Queensland,CANBERRA,30895,359,6,54.9,956,343204.0,625144.0,654,1984,8
308,Queensland,BRISBANE,Northern Territory,DARWIN,30895,2851,24,76,2852,8131052.0,10698753.0,3751,1984,8
309,Queensland,BRISBANE,Queensland,MACKAY,30895,128,7,66,797,102016.0,154570.0,194,1984,8
310,Queensland,BRISBANE,Victoria,MELBOURNE,30895,40046,384,81.4,1381,55303526.0,67940450.0,49197,1984,8
311,Queensland,BRISBANE,Western Australia,PERTH,30895,443,4,76.9,3615,1601445.0,2082503.0,576,1984,8
312,Queensland,BRISBANE,Western Australia,PROSERPINE,30895,7804,90,77,895,6984580.0,9070883.0,10135,1984,8
313,Queensland,BRISBANE,Queensland,ROCKHAMPTON,30895,22526,303,76.7,518,11668468.0,15213126.0,29369,1984,8
314,Queensland,BRISBANE,New South Wales,SYDNEY,30895,106408,1028,75.9,753,80125224.0,105566830.0,140195,1984,8
315,Queensland,BRISBANE,Queensland,TOWNSVILLE,30895,37345,406,84.3,1112,41527640.0,49261732.0,44300,1984,8
316,Western Australia,BROOME,Western Australia,PERTH,30895,716,15,74.9,1677,1200732.0,1603113.0,956,1984,8
317,Queensland,CAIRNS,New South Wales,SYDNEY,30895,135,2,66.2,1971,266085.0,401941.0,204,1984,8
318,Queensland,CANBERRA,Victoria,MELBOURNE,30895,30166,407,60.6,470,14178020.0,23396073.0,49779,1984,8
319,Queensland,CANBERRA,New South Wales,SYDNEY,30895,46224,637,66.2,236,10908864.0,16478647.0,69825,1984,8
320,New South Wales,COFFS HARBOUR,New South Wales,SYDNEY,30895,5715,142,78.9,443,2531745.0,3208802.0,7243,1984,8
321,Northern Territory,DARWIN,New South Wales,SYDNEY,30895,161,1,76.3,3155,507955.0,665734.0,211,1984,8
322,Tasmania,DEVONPORT,Victoria,MELBOURNE,30895,4821,185,59.8,412,1986252.0,3321492.0,8062,1984,8
323,New South Wales,DUBBO,New South Wales,SYDNEY,30895,5685,136,73.9,310,1762350.0,2384777.0,7693,1984,8
324,New South Wales,GOLD COAST,New South Wales,SYDNEY,30895,33807,416,70.8,680,22988760.0,32470000.0,47750,1984,8
325,Tasmania,HOBART,Victoria,MELBOURNE,30895,23231,331,70.9,618,14356758.0,20249306.0,32766,1984,8
326,Tasmania,KALGOORLIE,Western Australia,PERTH,30895,6485,245,60.9,538,3488930.0,5728949.0,10649,1984,8
327,Western Australia,KARRATHA,Western Australia,PERTH,30895,8586,166,79.8,1250,10732500.0,13449248.0,10759,1984,8
328,Tasmania,LAUNCESTON,Victoria,MELBOURNE,30895,28023,565,72,476,13338948.0,18526317.0,38921,1984,8
